id,title,artist,genre,mood,energy,tempo_bpm,valence,danceability,acousticness
829,Universal Reprise,4hero,drum-and-bass,focused,0.421,159.79,0.26,0.573,0.0222
830,Minefield,Technimatic,drum-and-bass,angry,0.95,114.17,0.0387,0.327,0.0001
831,Fessing Up About Nothing,Random Movement,drum-and-bass,energetic,0.822,173.0,0.401,0.689,0.0002
832,Keep Moving On,BCee,drum-and-bass,angry,0.926,169.99,0.217,0.685,0.0002
833,Broken,Netsky;Montell2099,drum-and-bass,intense,0.806,172.95,0.327,0.518,0.0483
834,Snakes & Ladders,Calyx & TeeBee,drum-and-bass,angry,0.857,172.04,0.192,0.636,0.0117
835,Before You - goddard. Remix,BCee;goddard.;Charlotte Haining;Emba,drum-and-bass,angry,0.757,87.0,0.153,0.425,0.0216
836,Switch,Kanine,drum-and-bass,euphoric,0.923,175.08,0.758,0.82,0.0002
837,Souled Out,Nu:Tone,drum-and-bass,angry,0.866,172.03,0.0953,0.598,0.0043
838,The Tempest,Pendulum,drum-and-bass,intense,0.754,174.02,0.302,0.403,0.0018
839,Close My Eyes,DJ Zinc,drum-and-bass,euphoric,0.885,126.92,0.814,0.674,0.0064
840,Ruffneck - 2014 DnB Mix,Ed Solo;Elijah MC,drum-and-bass,euphoric,0.922,87.5,0.751,0.716,0.0002
841,U & Me - Lemaitre Remix,ILLENIUM;Sasha Alex Sloan;Lemaitre,dub,intense,0.604,87.97,0.0889,0.552,0.0052
842,Paper Thin,ILLENIUM;Tom DeLonge;Angels & Airwaves,dub,euphoric,0.781,155.92,0.779,0.557,0.0038
843,Thinking of an Island,Mungo's Hi Fi;Soom T,dub,happy,0.58,180.03,0.64,0.766,0.0179
844,Klub Tool - Original Mix,Mark Broom,dub,angry,0.767,135.01,0.134,0.788,0.0003
845,Promises,NERO,dub,intense,0.943,143.93,0.345,0.484,0.0
846,Hanging By A Thread,PhaseOne;Micah Martin,dub,happy,0.958,149.97,0.619,0.529,0.0006
847,Apex,Far Out,dub,angry,0.919,152.03,0.215,0.541,0.0093
848,Swamplex Terrestrial,12th Planet,dub,angry,0.974,75.03,0.0558,0.515,0.0005
849,Duel Of The Fates (Star Wars),Caster,dub,angry,0.894,82.5,0.268,0.433,0.0022
850,More Than Words,Culture Code;RØRY,dub,focused,0.556,76.97,0.306,0.485,0.0689
851,I'll Be Your Reason,ILLENIUM,dub,intense,0.777,170.11,0.352,0.559,0.0251
852,Tell Me Why,Mendum;Brenton Mattheus,dub,angry,0.828,139.96,0.0946,0.392,0.0039
853,Stomp Them Down,Faintest Idea,dub,euphoric,0.989,104.17,0.908,0.608,0.0008
854,Epihirisis Apollon,Sarantis,dub,happy,0.672,102.16,0.707,0.778,0.599
855,Hammer,Dirtyphonics;Sullivan King,dub,angry,0.878,180.01,0.205,0.486,0.0
856,Only One,ILLENIUM;Nina Sung,dub,angry,0.749,179.79,0.286,0.367,0.135
857,Energy Drink,Virtual Riot,dub,energetic,0.927,128.03,0.443,0.817,0.0477
858,I Believe,Flux Pavilion;Asha,dub,intense,0.699,139.97,0.243,0.344,0.191
859,Never Be The Same (Tritonia 400),Tritonal;Rosie Darling,dub,intense,0.917,127.99,0.353,0.525,0.0038
860,Slow It Down,Sikdope;LOUD ABOUT US!,dub,angry,0.904,149.88,0.0999,0.534,0.0054
861,Mother,Porter Robinson,dub,energetic,0.852,98.04,0.432,0.527,0.0076
862,Sleep (with Calcium),Sullivan King;Calcium,dub,angry,0.877,73.94,0.137,0.361,0.0007
863,Enjoy the Ride,Krewella,dub,energetic,0.873,127.99,0.485,0.556,0.237
864,Taking Me Higher,ILLENIUM,dub,focused,0.579,98.06,0.0693,0.404,0.776
865,Femina Ganja,Feminine Hi Fi;Sister Carol;Digitaldubs;Laylah Arruda;Shirley Casa Verde;Mis Ivy;Lei Di Dai,dub,happy,0.595,160.03,0.811,0.778,0.0009
866,Heartless,Miles Away;braev,dub,intense,0.644,148.05,0.308,0.467,0.182
867,Rain and Tears,Neutrin05,dub,melancholic,0.301,99.98,0.0788,0.574,0.724
868,When I'm Gone,PEEKABOO;XAELO,dub,intense,0.605,84.86,0.12,0.486,0.128
869,REDLINE,Virtual Riot,dub,energetic,0.993,140.03,0.534,0.684,0.0028
870,Strangers,Seven Lions;Myon;Shane 54;Tove Lo,dub,energetic,0.706,129.97,0.458,0.577,0.0147
871,Spinnin' Wheels,NURKO;JT Roach,dubstep,focused,0.56,159.96,0.146,0.457,0.238
872,Stomach It,Crywolf;EDEN,dubstep,melancholic,0.313,121.99,0.0692,0.599,0.375
873,Take Me,William Black;Matte;RUNN,dubstep,intense,0.752,159.99,0.34,0.48,0.0091
874,Clouds,AFK;Anna Yvette,dubstep,angry,0.983,176.08,0.286,0.525,0.0001
875,Fresh Static Snow,Porter Robinson,dubstep,focused,0.499,91.0,0.234,0.636,0.0074
876,Flicker,Porter Robinson,dubstep,energetic,0.713,92.02,0.547,0.589,0.0331
877,Someone That I Needed (with Dia Frampton),Jason Ross;Dia Frampton,dubstep,focused,0.582,99.97,0.12,0.57,0.193
878,Stars Tonight,Zeds Dead;DROELOE,dubstep,energetic,0.877,155.05,0.477,0.64,0.139
879,Broken Ones (with Anna Clendening),ILLENIUM;Anna Clendening,dubstep,intense,0.668,149.99,0.249,0.545,0.148
880,Divinity,Porter Robinson;Amy Millan,dubstep,focused,0.55,90.04,0.144,0.496,0.0076
881,die 4 u,if found;nøll;damnboy!,dubstep,angry,0.885,75.04,0.231,0.544,0.0004
882,Crazy Now,Tisoki;Shreya Jain;MAGIC;Shashwat Sachdev,dubstep,angry,0.903,138.01,0.179,0.737,0.0077
883,Falling Away - Festival Mix (Radio Edit),Seven Lions;Lights,dubstep,angry,0.83,128.0,0.211,0.476,0.0022
884,Akiliz - Remix,DJ Noiz;Bina Butta,dubstep,focused,0.491,103.99,0.43,0.857,0.182
885,Death Rail,Hi I'm Ghost,dubstep,angry,0.992,78.62,0.112,0.353,0.0016
886,Hurts Like This,ILLENIUM;BANNERS,dubstep,energetic,0.795,126.06,0.415,0.617,0.0411
887,Monster,SLANDER;NGHTMRE,dubstep,angry,0.773,159.55,0.0652,0.361,0.0006
888,Rumor,Moore Kismet;WYN,dubstep,energetic,0.644,127.95,0.48,0.633,0.191
889,Unbroken,MVSE;Luma,dubstep,angry,0.835,80.0,0.154,0.419,0.0824
890,Something Comforting,Porter Robinson,dubstep,focused,0.56,143.99,0.29,0.47,0.0449
891,Fractures,ILLENIUM;Nevve,dubstep,angry,0.711,159.86,0.268,0.406,0.373
892,Butterflies,William Black;Fairlane;Dia Frampton,dubstep,angry,0.72,145.09,0.263,0.563,0.173
893,Alibi,Krewella,dubstep,energetic,0.826,100.02,0.426,0.678,0.101
894,"Go on Then, Love",Said The Sky;The Maine,dubstep,angry,0.852,110.02,0.28,0.558,0.0905
895,Gorgeous (& Blanke with Bipolar Sunshine),ILLENIUM;Blanke;Bipolar Sunshine,dubstep,angry,0.881,180.01,0.291,0.52,0.047
896,Lucky Mistake (Her 2.0),Vincent;Alice Berg,dubstep,focused,0.544,150.19,0.435,0.522,0.399
897,Homesick (feat. SOUNDR),MitiS;SOUNDR,dubstep,intense,0.659,173.89,0.151,0.374,0.246
898,Death Rattle,Blanke;REAPER,dubstep,angry,0.953,174.0,0.153,0.676,0.0011
899,Just Us,Said The Sky;Yuppycult;Electra Mustaine,dubstep,focused,0.581,108.93,0.33,0.748,0.194
900,All I Got,Said The Sky;Kwesi,dubstep,focused,0.578,144.73,0.102,0.326,0.158
901,All That Really Matters,ILLENIUM;Teddy Swims,edm,intense,0.666,169.97,0.227,0.352,0.117
902,Everything but You,Clean Bandit;A7S,edm,energetic,0.764,124.98,0.471,0.679,0.031
903,In Your Arms (For An Angel),Topic;Robin Schulz;Nico Santos;Paul van Dyk,edm,energetic,0.828,126.0,0.407,0.694,0.0399
904,The Ocean (feat. Shy Martin),Mike Perry;shy martin,edm,focused,0.575,90.04,0.188,0.632,0.0225
905,Story of My Life,ILLENIUM;Sueco;Trippie Redd,edm,intense,0.892,96.99,0.369,0.521,0.0539
906,All That Really Matters,ILLENIUM;Teddy Swims,edm,intense,0.666,169.97,0.227,0.352,0.117
907,kya karoon?,Zaeden,edm,happy,0.56,145.02,0.619,0.723,0.645
908,This Feeling,The Chainsmokers;Kelsea Ballerini,edm,focused,0.571,105.05,0.449,0.575,0.0558
909,Jadi Buti (feat. Rashmeet Kaur),Major Lazer;Nucleya;Rashmeet Kaur,edm,euphoric,0.817,104.0,0.929,0.901,0.211
910,End Of The Night,Danny Avila,edm,intense,0.72,99.97,0.312,0.666,0.371
911,Rather Be - The Magician Remix,Clean Bandit;Jess Glynne;The Magician,edm,energetic,0.757,121.01,0.587,0.809,0.0157
912,Ayo Technology,Revelries,edm,intense,0.82,126.04,0.354,0.74,0.0183
913,Summer Love,Rudimental;Rita Ora,edm,angry,0.724,159.92,0.279,0.56,0.174
914,Dancing Feet (feat. DNCE),Kygo;DNCE,edm,energetic,0.797,105.95,0.523,0.75,0.293
915,Body Back (feat. Maia Wright),Gryffin;Maia Wright,edm,energetic,0.832,123.04,0.448,0.687,0.0931
916,Bad Karma,Axel Thesleff,edm,focused,0.546,80.0,0.302,0.7,0.0131
917,Crazy What Love Can Do,David Guetta;Becky Hill;Ella Henderson,edm,energetic,0.713,122.87,0.464,0.601,0.0282
918,I Got U,Duke Dumont;Jax Jones,edm,energetic,0.761,120.84,0.462,0.636,0.0038
919,Mind (feat. Kai),Jack Ü;Skrillex;Diplo;kai,edm,intense,0.777,174.15,0.356,0.502,0.117
920,Be the One,Rudimental;MORGAN;Digga D;TIKE,edm,euphoric,0.726,131.97,0.79,0.846,0.094
921,Astronaut In The Ocean,Arem Ozguc;Arman Aydin;Jordan Rys,edm,energetic,0.867,126.0,0.544,0.712,0.0134
922,Mama,Jonas Blue;William Singe,edm,energetic,0.792,104.01,0.543,0.737,0.102
923,Winds May Change,Felix Jaehn,edm,angry,0.923,127.98,0.263,0.712,0.0124
924,Udd Gaye,Ritviz,edm,energetic,0.817,144.96,0.483,0.595,0.0007
925,I Want More,Marc Benjamin,edm,angry,0.888,124.95,0.296,0.746,0.0401
926,Good Thing,Zedd;Kehlani,edm,focused,0.565,185.92,0.588,0.693,0.396
927,Don't Be Shy,Tiësto;KAROL G,edm,energetic,0.787,119.99,0.513,0.77,0.198
928,Baila Conmigo,Tiësto,edm,angry,0.855,127.96,0.0834,0.652,0.0066
929,Rather Be - The Magician Remix,Clean Bandit;Jess Glynne;The Magician,edm,energetic,0.757,121.01,0.587,0.809,0.0157
930,Sad Girls (feat. Rema) [Clean Bandit VIP Remix],Clean Bandit;French The Kid;Rema,edm,euphoric,0.818,124.04,0.792,0.794,0.104
931,my boy,Billie Eilish,electro,melancholic,0.394,89.94,0.324,0.692,0.472
932,Post Malone (feat. RANI),Sam Feldt;RANI,electro,happy,0.642,107.36,0.651,0.59,0.0771
933,Heaven,Bazzi,electro,happy,0.575,114.99,0.685,0.798,0.145
934,Make It To Christmas,Alessia Cara,electro,focused,0.522,77.05,0.305,0.535,0.131
935,Roses,The Chainsmokers;ROZES,electro,intense,0.802,100.0,0.343,0.713,0.0435
936,Do You?,TroyBoi,electro,focused,0.518,80.73,0.584,0.827,0.164
937,High (& Dua Lipa),Whethan;Dua Lipa,electro,happy,0.552,147.83,0.686,0.708,0.0922
938,HUMBLE. - SKRILLEX REMIX,Skrillex;Kendrick Lamar,electro,euphoric,0.934,150.04,0.868,0.901,0.0079
939,I Didn't Change My Number,Billie Eilish,electro,romantic,0.48,142.02,0.677,0.849,0.612
940,Chasing Stars (feat. James Bay),Alesso;Marshmello;James Bay,electro,energetic,0.64,92.87,0.492,0.594,0.0169
941,Male Fantasy,Billie Eilish,electro,melancholic,0.288,110.93,0.308,0.687,0.863
942,Solo Mission - lofi remix,The Chainsmokers,electro,melancholic,0.175,85.07,0.259,0.656,0.728
943,Feel Good,Felix Jaehn;Mike Williams,electro,happy,0.903,125.95,0.655,0.702,0.121
944,Let Me Down Slowly,Alec Benjamin;Alessia Cara,electro,focused,0.569,150.22,0.44,0.653,0.716
945,Stay,Zedd;Alessia Cara,electro,energetic,0.623,102.0,0.546,0.689,0.254
946,Make It To Christmas,Alessia Cara,electro,focused,0.522,77.05,0.305,0.535,0.131
947,Close Your Eyes,Felix Jaehn;VIZE;Miss Li,electro,energetic,0.818,128.09,0.536,0.844,0.0743
948,Alone,Alan Walker,electro,angry,0.914,97.02,0.183,0.673,0.229
949,Piece Of Your Heart,MEDUZA;Goodboys,electro,happy,0.744,124.08,0.631,0.677,0.0405
950,Good Ones,Charli XCX,electro,happy,0.672,129.05,0.789,0.764,0.072
951,Wahran - Slowed,RANDALL,electro,angry,0.796,77.95,0.213,0.386,0.0315
952,Porcelain - Reprise Version,Moby;Jim James,electro,melancholic,0.252,91.92,0.0536,0.413,0.561
953,Dollhouse,Melanie Martinez,electro,energetic,0.708,130.03,0.555,0.725,0.22
954,Shapeshifter,Alessia Cara,electro,happy,0.577,95.05,0.639,0.728,0.289
955,Shine,Years & Years,electro,energetic,0.717,108.01,0.495,0.667,0.193
956,Somebody Like U,Alan Walker;Au/Ra,electro,intense,0.691,124.96,0.207,0.616,0.156
957,Goodbye,Imanbek;Goodboys,electro,energetic,0.931,125.01,0.517,0.741,0.0225
958,1x1,Galantis,electro,energetic,0.863,120.03,0.517,0.887,0.0176
959,Too Late,Cash Cash;Wiz Khalifa;Lukas Graham,electro,happy,0.74,97.05,0.601,0.552,0.074
960,Dead to Me,Melanie Martinez,electro,energetic,0.692,139.75,0.57,0.538,0.702
961,Level Up,CA7RIEL,electronic,happy,0.572,95.01,0.711,0.827,0.131
962,Negrita,Babasónicos,electronic,romantic,0.482,80.0,0.776,0.759,0.187
963,Selfish Love (with Selena Gomez),DJ Snake;Selena Gomez,electronic,energetic,0.646,110.97,0.443,0.723,0.0206
964,Carry On,Jan Blomqvist,electronic,euphoric,0.749,122.98,0.826,0.693,0.0535
965,Ronda,Christian Löffler,electronic,melancholic,0.307,119.99,0.171,0.794,0.674
966,Waqaf,Prabh Deep,electronic,angry,0.708,69.97,0.29,0.57,0.553
967,Alberto Balsalm,Aphex Twin,electronic,focused,0.599,93.99,0.57,0.792,0.316
968,Hey Boy Hey Girl,The Chemical Brothers,electronic,intense,0.92,127.0,0.363,0.632,0.119
969,Enjoy Enjaami - Spotify Singles (with Dhee feat. Arivu & Santhosh Narayanan),DJ Snake;Dhee;Arivu;Santhosh Narayanan,electronic,happy,0.688,101.97,0.641,0.815,0.0016
970,The Veldt - Radio Edit,deadmau5,electronic,energetic,0.759,128.04,0.485,0.736,0.0573
971,Intentarlo todo de nuevo,Alex Anwandter,electronic,euphoric,0.719,192.12,0.902,0.733,0.53
972,Kaleidoscope Colours,Jan Blomqvist;Maybemahri,electronic,angry,0.817,122.02,0.0387,0.6,0.01
973,Kings,Tribe Society,electronic,angry,0.745,71.98,0.285,0.419,0.1
974,Wait,Martin Jensen;Loote,electronic,intense,0.664,110.04,0.339,0.649,0.178
975,Heera,Peter Cat Recording Co.,electronic,happy,0.606,116.01,0.77,0.66,0.557
976,Nightcall,Kavinsky,electronic,intense,0.874,91.04,0.361,0.532,0.0084
977,Beastmode,Yellow Claw;Stoltenhoff,electronic,angry,0.973,160.02,0.135,0.665,0.0207
978,Freezing,Peter Cat Recording Co.,electronic,melancholic,0.394,126.05,0.324,0.669,0.758
979,The Way,Otnicka;Kaskeiyp,electronic,angry,0.887,92.0,0.196,0.592,0.0032
980,More,Jan Blomqvist;Elena Pitoulis,electronic,focused,0.528,124.03,0.113,0.709,0.0458
981,Home,Solomun,electronic,angry,0.707,120.01,0.258,0.679,0.0063
982,Donde Tai,CA7RIEL,electronic,focused,0.407,107.99,0.28,0.926,0.2
983,Como puedes vivir contigo mismo,Alex Anwandter,electronic,euphoric,0.812,119.0,0.873,0.714,0.0366
984,Happiness,Peter Cat Recording Co.,electronic,intense,0.689,120.01,0.206,0.426,0.394
985,Равнодушие,Malbec;Siuzanna,electronic,melancholic,0.374,89.96,0.101,0.72,0.605
986,Kiwi,Snavs;Foramic,electronic,angry,0.75,147.13,0.299,0.685,0.623
987,Bullets,Archive,electronic,intense,0.649,164.99,0.0719,0.455,0.126
988,Awake,Tycho,electronic,energetic,0.877,176.05,0.597,0.552,0.0585
989,Normal Life,Turhan James;Ansar.;Hasan Raheem,electronic,intense,0.689,90.04,0.171,0.616,0.0498
990,Kisses Back - Slowed + Reverb,Anthony Keyrouz,electronic,intense,0.627,110.48,0.319,0.716,0.151
991,Домино,FACE,emo,focused,0.541,133.98,0.436,0.841,0.0737
992,You & Me,Tommy Ice,emo,energetic,0.635,177.06,0.548,0.707,0.509
993,LED,OmenXIII,emo,happy,0.66,200.12,0.606,0.663,0.0905
994,"skyscrapers (love now, cry later)",Lil Peep,emo,focused,0.423,112.22,0.0364,0.659,0.0144
995,Dead Eyes,Promoting Sounds;Powfu;Ouse,emo,intense,0.651,104.96,0.289,0.719,0.127
996,Die a King,iamjakehill,emo,intense,0.946,125.06,0.324,0.632,0.192
997,BABY,FACE,emo,happy,0.783,139.92,0.686,0.765,0.0669
998,Sparkle - movie ver.,RADWIMPS,emo,focused,0.426,123.99,0.287,0.372,0.687
999,Baby Blue,The Early November,emo,angry,0.952,192.75,0.123,0.365,0.0417
1000,YAYA,6ix9ine,emo,intense,0.733,105.04,0.354,0.672,0.0029
1001,Look At Me!,XXXTENTACION,emo,intense,0.726,139.06,0.349,0.763,0.259
1002,california world,Lil Peep;Nedarb;Craig Xen,emo,focused,0.514,145.59,0.153,0.301,0.0723
1003,GOOBA,6ix9ine,emo,intense,0.688,178.46,0.393,0.611,0.0264
1004,Um Minuto Para O Fim Do Mundo,CPM 22,emo,happy,0.961,126.69,0.691,0.399,0.0058
1005,Raindrops,ELLEGARDEN,emo,intense,0.906,128.05,0.342,0.435,0.0016
1006,Daemons,XXXTENTACION;Kemba;Joey Bada$$,emo,euphoric,0.763,170.06,0.777,0.753,0.0345
1007,Yule Shoot Your Eye Out,Fall Out Boy,emo,happy,0.522,107.98,0.718,0.668,0.696
1008,Eat It Up,XXXTENTACION,emo,happy,0.546,130.0,0.818,0.918,0.309
1009,"Sugar, We're Goin Down",Fall Out Boy,emo,happy,0.887,162.0,0.631,0.5,0.0047
1010,Attacco di Panico,Lost Kids,emo,focused,0.525,129.79,0.315,0.626,0.359
1011,Don't Talk,MASN,emo,energetic,0.709,88.97,0.456,0.61,0.141
1012,enough,916frosty,emo,focused,0.539,145.72,0.305,0.587,0.643
1013,go if you want to,iamjakehill,emo,focused,0.57,92.99,0.569,0.685,0.13
1014,RIP Roach,XXXTENTACION;Ski Mask The Slump God,emo,energetic,0.62,105.0,0.555,0.727,0.398
1015,Lilli,Totally Nothin,emo,melancholic,0.371,117.04,0.165,0.688,0.115
1016,Hard Times,Paramore,emo,euphoric,0.818,119.97,0.916,0.695,0.0065
1017,Envejecido en barril de roble,PXNDX,emo,energetic,0.961,134.0,0.539,0.509,0.0226
1018,I Chose Violence,iamjakehill,emo,energetic,0.717,162.02,0.451,0.676,0.323
1019,Parigi,Ras & Calle;Tiasnow,emo,angry,0.708,95.15,0.211,0.69,0.518
1020,Sad Guy,Sly Withers,emo,angry,0.901,147.25,0.205,0.428,0.0589
1021,Dum Dum,Salim–Sulaiman;Benny Dayal;Himani Kapoor;Amitabh Bhattacharya,folk,euphoric,0.812,99.99,0.906,0.748,0.0634
1022,Let Your Heart Hold Fast,Fort Atlantic,folk,focused,0.468,134.0,0.386,0.472,0.166
1023,Kiss Me,Dermot Kennedy,folk,energetic,0.863,120.08,0.459,0.646,0.002
1024,Survive,Jimmy Buffett,folk,melancholic,0.13,146.69,0.369,0.448,0.399
1025,Evermore,Hollow Coves,folk,focused,0.482,78.99,0.335,0.409,0.592
1026,Aisa Banna Sanwarna Mubarak Tumhe,Nusrat Fateh Ali Khan,folk,happy,0.623,98.94,0.779,0.449,0.0955
1027,Forever,When Chai Met Toast,folk,happy,0.737,77.49,0.697,0.607,0.12
1028,Pura Cueca,Los Hermanos Campos,folk,happy,0.7,124.65,0.913,0.646,0.597
1029,Hollow,Prateek Kuhad,folk,melancholic,0.31,114.81,0.0474,0.348,0.845
1030,Khule Reston Pe,Raghu Dixit,folk,focused,0.425,161.89,0.29,0.559,0.84
1031,Meri Ankhon KO Bakhshee Hain Aansoo,Nusrat Fateh Ali Khan,folk,happy,0.655,194.54,0.861,0.297,0.662
1032,Better Days,Dermot Kennedy,folk,focused,0.553,100.0,0.352,0.68,0.409
1033,Zerdaliler,Ezginin Günlügü,folk,melancholic,0.292,86.41,0.293,0.407,0.94
1034,Saadgi To Hamari,Nusrat Fateh Ali Khan,folk,euphoric,0.901,112.34,0.882,0.48,0.18
1035,These Days - Slowed + Reverb,Nico;uChill,folk,melancholic,0.131,74.66,0.107,0.255,0.973
1036,I Heard The Bells On Christmas Day,The Civil Wars,folk,melancholic,0.145,90.08,0.218,0.492,0.872
1037,Vem Cá (Deixa Eu Te Amar),Miguel Rosa;Victor Pradella,folk,focused,0.498,175.63,0.495,0.368,0.642
1038,Ekla Ghor,Fossils,folk,focused,0.527,138.04,0.283,0.666,0.238
1039,Viajando voy,Tierra Adentro,folk,euphoric,0.895,131.72,0.712,0.562,0.237
1040,Kali Kali Zulfon Ke Phande Na Dalo,Nusrat Fateh Ali Khan,folk,happy,0.694,153.9,0.727,0.4,0.573
1041,Hey Ganaraya,Divya Kumar,folk,energetic,0.933,118.87,0.429,0.509,0.607
1042,San Luis,Gregory Alan Isakov,folk,focused,0.434,82.46,0.254,0.567,0.86
1043,Aadat Se Majboor,Salim–Sulaiman;Benny Dayal;Amitabh Bhattacharya,folk,happy,0.629,115.05,0.801,0.836,0.359
1044,To Each His Own,Talos,folk,focused,0.423,79.88,0.118,0.298,0.858
1045,Kamli Wale,Nusrat Fateh Ali Khan;A1Melodymaster,folk,euphoric,0.917,104.92,0.751,0.665,0.0426
1046,Ee Kanninalli,Raghu Dixit;Lakshmi Manmohan,folk,energetic,0.739,120.01,0.488,0.634,0.384
1047,Los Hermanos,Mercedes Sosa,folk,chill,0.272,74.59,0.523,0.65,0.855
1048,Desconstrução,TIAGO IORC,folk,melancholic,0.238,122.7,0.236,0.653,0.105
1049,Los Lagos De Chile,Silvia Infantas Y Los Condores,folk,happy,0.612,117.13,0.801,0.733,0.693
1050,Simple Song,Passenger,folk,focused,0.402,78.0,0.598,0.631,0.616
1051,Precisava Ver - Ao Vivo,Douglas & Vinicius,forro,energetic,0.897,150.04,0.506,0.569,0.318
1052,Quando a Saudade Bater - Ao Vivo,Os Barões Da Pisadinha,forro,euphoric,0.903,167.97,0.963,0.638,0.364
1053,Minha Vida Sem Você - Ao Vivo,Limão Com Mel,forro,energetic,0.914,93.96,0.412,0.513,0.0965
1054,Numa Sala de Reboco,Luiz Gonzaga,forro,happy,0.513,152.33,0.955,0.583,0.637
1055,Confidencial,Zé Vaqueiro,forro,euphoric,0.872,155.97,0.933,0.648,0.349
1056,Batom de Ouro (Versão Grave),Os Barões Da Pisadinha,forro,energetic,0.607,171.99,0.409,0.715,0.0232
1057,Ânsia - Ao Vivo,Companhia do Calypso,forro,happy,0.779,143.98,0.665,0.53,0.229
1058,Numa Sala de Reboco,Luiz Gonzaga,forro,romantic,0.498,151.97,0.936,0.593,0.651
1059,Que Sorte a Nossa,Silvanno Salles,forro,happy,0.77,138.96,0.686,0.657,0.797
1060,Chorando Se Foi,Banda Magníficos,forro,energetic,0.829,132.03,0.572,0.625,0.167
1061,4G,Max e Luan,forro,euphoric,0.888,126.02,0.828,0.796,0.0335
1062,Liga Pra Sua Ex,Os Barões Da Pisadinha,forro,euphoric,0.846,171.94,0.964,0.702,0.535
1063,Por Isso Bebo e Choro,Léo Magalhães,forro,happy,0.664,144.8,0.921,0.618,0.593
1064,Tá Complicado,Os Barões Da Pisadinha,forro,euphoric,0.875,171.98,0.94,0.718,0.572
1065,Só Vem Quando Lá Não Tem - Ao Vivo,Tayrone,forro,euphoric,0.921,129.02,0.844,0.802,0.235
1066,Meu Cenario,Circulando De Fulo,forro,happy,0.698,168.05,0.967,0.645,0.238
1067,Se Namorar Fosse Bom - Ao Vivo,Os Barões Da Pisadinha,forro,euphoric,0.925,168.04,0.933,0.658,0.49
1068,Nessas Horas,Silvanno Salles,forro,happy,0.514,133.15,0.79,0.742,0.411
1069,Quebrou a Cara,Silvanno Salles,forro,happy,0.893,138.91,0.668,0.715,0.596
1070,Nosso Amor - Ao Vivo,Lagosta Bronzeada,forro,intense,0.89,103.74,0.314,0.584,0.623
1071,Eu Não Vou Mais Chorar - Ao Vivo,Dorgival Dantas,forro,energetic,0.919,172.49,0.536,0.443,0.475
